,air_time3,disp_index3,gmrt_in_air3,gmrt_on_paper3,max_x_extension3,max_y_extension3,mean_acc_in_air3,mean_acc_on_paper3,mean_gmrt3,mean_jerk_in_air3,mean_jerk_on_paper3,mean_speed_in_air3,mean_speed_on_paper3,num_of_pendown3,paper_time3,pressure_mean3,pressure_var3,total_time3,air_time13,disp_index13,gmrt_in_air13,gmrt_on_paper13,max_x_extension13,max_y_extension13,mean_acc_in_air13,mean_acc_on_paper13,mean_gmrt13,mean_jerk_in_air13,mean_jerk_on_paper13,mean_speed_in_air13,mean_speed_on_paper13,num_of_pendown13,paper_time13,pressure_mean13,pressure_var13,total_time13,air_time18,disp_index18,gmrt_in_air18,gmrt_on_paper18,max_x_extension18,max_y_extension18,mean_acc_in_air18,mean_acc_on_paper18,mean_gmrt18,mean_jerk_in_air18,mean_jerk_on_paper18,mean_speed_in_air18,mean_speed_on_paper18,num_of_pendown18,paper_time18,pressure_mean18,pressure_var18,total_time18,air_time23,disp_index23,gmrt_in_air23,gmrt_on_paper23,max_x_extension23,max_y_extension23,mean_acc_in_air23,mean_acc_on_paper23,mean_gmrt23,mean_jerk_in_air23,mean_jerk_on_paper23,mean_speed_in_air23,mean_speed_on_paper23,num_of_pendown23,paper_time23,pressure_mean23,pressure_var23,total_time23,air_time10,disp_index10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,mean_acc_in_air10,mean_acc_on_paper10,mean_gmrt10,mean_jerk_in_air10,mean_jerk_on_paper10,mean_speed_in_air10,mean_speed_on_paper10,num_of_pendown10,paper_time10,pressure_mean10,pressure_var10,total_time10,air_time14,disp_index14,gmrt_in_air14,gmrt_on_paper14,max_x_extension14,max_y_extension14,mean_acc_in_air14,mean_acc_on_paper14,mean_gmrt14,mean_jerk_in_air14,mean_jerk_on_paper14,mean_speed_in_air14,mean_speed_on_paper14,num_of_pendown14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time4,disp_index4,gmrt_in_air4,gmrt_on_paper4,max_x_extension4,max_y_extension4,mean_acc_in_air4,mean_acc_on_paper4,mean_gmrt4,mean_jerk_in_air4,mean_jerk_on_paper4,mean_speed_in_air4,mean_speed_on_paper4,num_of_pendown4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time15,disp_index15,gmrt_in_air15,gmrt_on_paper15,max_x_extension15,max_y_extension15,mean_acc_in_air15,mean_acc_on_paper15,mean_gmrt15,mean_jerk_in_air15,mean_jerk_on_paper15,mean_speed_in_air15,mean_speed_on_paper15,num_of_pendown15,paper_time15,pressure_mean15,pressure_var15,total_time15
0,1.0739999961853037,2.6146111185738134e-06,0,433.4523487734701,4504.362707171816,601.2521432067879,0,1.932539498903396,0,0,0,0,18.931605887454733,2,0.528999999165535,1508.1208354352996,0,1.6029999953508387,1.6100000000000012,3.0463817620080213e-06,0,366.7757766879236,1122.4456093417086,4703.663079911588,0,23.77194800362416,0,0,0,0,13.774913179562848,1,0.5460000038146973,1445.939130526054,0,2.1560000038146985,0.8700000000000006,2.1108787012339045e-06,0,339.08948141974713,2896.300047067354,2387.5315520036966,0,23.885118611743916,0,0,0,0,17.088101814127995,1,0.3919999897480011,1332.1915918786908,0,1.2619999897480016,0.8200000000000005,2.3507512809195757e-06,0,481.2514446556684,2900.2978629816225,3763.5272402500686,0,3.594584635058071,0,0,0,0,20.31661176283676,1,0.40400001406669617,1253.962574518395,0,1.2240000140666967,1.0000000000000007,3.5741014373164975e-06,0,269.46681953995557,4047.9061960190274,1953.589913021413,0,27.891516805814973,0,0,0,0,15.630371794651698,1,0.6169999837875366,1361.7448007855955,0,1.6169999837875373,1.2200000000000009,3.6220759532536317e-06,0,374.3058676750827,3636.601488133286,2561.4492226370667,0,10.364851266725704,0,0,0,0,18.684963947898996,1,0.6259999871253967,1357.569764325746,0,1.8459999871253976,1.1000000000000008,3.214292567787991e-06,0,181.13872003618602,1368.4288708902995,1492.7933396030967,0,9.537521966780615,0,0,0,0,9.330987748350534,1,0.609000027179718,1701.809409973652,0,1.7090000271797188,0.5200000000000002,9.59490318742684e-07,0,439.52931816757683,2951.5639729410814,404.52909174281467,0,31.675887018400495,0,0,0,0,18.89389668410029,1,0.16300000250339508,1183.5395515977275,0,0.6830000025033953
